eventid,ccode,id,countryname,startdate,enddate,stday,stmo,styr,endday,endmo,endyr,duration,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,GISlocnum,issue1,issue2,issue3,issuenote,nsource,acdquestionable,notes,coder,latitude,longitude,geo_comments,location_precision
510125,51,125,Jamaica,7-May-03,7-May-03,7,5,2003,7,5,2003,1,7,0,Crime Management Unit - elite police squad,,,Citizens,,0,0,-99,4,0,Crawle,Crawle,1,3,3,9,,,Police serving warrant shot and killed 4 unarmed people.,AP,0,,MW,18.33051,-77.01078,,
510126,51,126,Jamaica,19-Jun-03,19-Jun-03,19,6,2003,19,6,2003,1,9,0,Gunmen,,,Opposition supporters,,0,0,-99,0,0,Kingston,Kingston,1,1,1,14,,,Shots were fired at a van carrying opposition supporters while municipal elections were held.,AP,0,,MW,17.98333,-76.8,,
510127,51,127,Jamaica,19-Jun-03,19-Jun-03,19,6,2003,19,6,2003,1,8,0,Gunmen,,,Election officials,,1,0,-99,0,0,Kingston,Kingston,1,1,1,14,,,Shots were fired at polling station as election officials arrived to collect ballots.,AP,0,,MW,17.98333,-76.8,,
510128,51,128,Jamaica,19-Jun-03,19-Jun-03,19,6,2003,19,6,2003,1,9,0,Rival party supporters,,,Rival party supporters,,0,0,-99,0,0,Kingston,Kingston,1,1,1,10,,,"Rival supporters clashed outside of ballot counting center, wielding knives and throwing stones.",AP,0,,MW,17.98333,-76.8,,
510129,51,129,Jamaica,21-Jun-03,21-Jun-03,21,6,2003,21,6,2003,1,9,0,Gunmen,,,Delroy Carter,Mark Ellis,0,0,-99,2,0,Kingston,Kingston,1,1,1,10,,,Carter and Ellis were killed in shootings triggered by recent elections.,AP,0,,MW,17.98333,-76.8,,
510130,51,130,Jamaica,14-Jul-03,14-Jul-03,14,7,2003,14,7,2003,1,9,0,Gunmen,,,Vetha Williams,Frank Williams,0,0,-99,2,0,Kingston,Kingston,1,1,1,10,,,"2 killed in violence triggered by recent elections, apparent reprisal for earlier killings related to parties.",AP,0,,MW,17.98333,-76.8,,
510131,51,131,Jamaica,29-Aug-03,29-Aug-03,29,8,2003,29,8,2003,1,8,0,Gunman,,,Constable Archibald Campbell,Constable Walter Campbell,1,0,-99,0,0,Claremont,Claremont,1,3,3,14,,,"Two constables approached man, both were shot by him after a foot chase.",AP,0,,MW,18.327,-77.177,,
510132,51,132,Jamaica,18-Sep-03,18-Sep-03,18,9,2003,18,9,2003,1,9,0,Armed bandits,,,Tourists,Gardner,0,0,1,1,0,Negril,Negril,1,3,3,12,,,Five men armed with guns/machetes robbed six tourists and killed a gardner.,AP,0,,MW,18.26831,-78.34724,,
510133,51,133,Jamaica,30-Sep-03,30-Sep-03,30,9,2003,30,9,2003,1,9,0,Gunmen,,,Glassford Collins,"Carlton Crawford, Howard Fuller",0,0,-99,3,0,Temple Hall,Temple Hall,1,3,3,14,,,"3 men killed by car load of gunmen, residents say could have been related to labor dispute.",AP,0,,MW,18.10689,-76.81928,,
510134,51,134,Jamaica,8-Oct-03,8-Oct-03,8,10,2003,8,10,2003,1,9,0,Citizens,,,"Devon Scott, Darlon Clarke",Three other men,0,0,2,2,0,Falmouth,Falmouth,1,3,3,14,,,"7 men approached a group of 5 men, opened fire, killing 2.",AP,0,,MW,18.49285,-77.65648,,
510135,51,135,Jamaica,24-Oct-03,31-Oct-03,24,10,2003,31,10,2003,8,6,0,Bank workers,,,FirstCaribbean International Bank,,0,0,3,0,0,Nationwide,Nationwide,1,7,7,2,,,Bank workers went on strike to demand better salaries and benefits.,AP,0,,MW,18.25,-77.5,,
510136,51,136,Jamaica,25-Oct-03,25-Oct-03,25,10,2003,25,10,2003,1,7,0,Police,,,Taxi driver David Bacchas,Newspaper vendor Cecil Brown,0,0,-99,2,0,Montego Bay,Montego Bay,1,3,3,14,,,"2 elderly men killed by police, who claim they were shot in crossfire.",AP,0,,MW,18.46667,-77.91666,,
510137,51,137,Jamaica,25-Oct-03,25-Oct-03,25,10,2003,25,10,2003,1,4,0,Citizens,,,Police,,1,0,4,0,1,Montego Bay,Montego Bay,1,3,3,10,,,"Thousands rioted to protest police shooting of two men, buses were burnt and roads blocked.",AP,0,,MW,18.46667,-77.91666,,
510138,51,138,Jamaica,15-Oct-03,19-Oct-03,15,10,2003,19,10,2003,5,6,0,Workers at Ausjam gold mine,,,Ausjam gold mine,,0,0,-99,0,0,Pennants,Pennants,1,3,3,2,,,Workers staged a brief strike to demand a new labor contract.,AP,0,,MW,18.10922,-77.31808,,
510139,51,139,Jamaica,21-Nov-03,21-Nov-03,21,11,2003,21,11,2003,1,8,0,Gunmen,,,Sgt. Kingsley Lyn,Lyn's driver,1,0,1,1,0,Spanish Town,Spanish Town,1,2,2,14,,,"Two gunmen opened fire upon Kingsley and driver, Kinglsey was killed.",AP,0,,MW,17.98333,-76.95,,
510140,51,140,Jamaica,9-Dec-03,9-Dec-03,9,12,2003,9,12,2003,1,4,0,Opposition Parliament members,,,Government Parliament members,,1,0,2,0,0,Kingston,Kingston,1,1,1,10,,,"Ministers debate escalated into melee, opposition member used mace to prevent government from leaving.",AP,0,This is borderline etype 4/non-event?,MW,17.98333,-76.8,,
510141,51,141,Jamaica,12-Dec-03,12-Dec-03,12,12,2003,12,12,2003,1,9,0,Gunmen,,,Citizens,,0,0,-99,5,0,Spanish Town,Spanish Town,1,2,2,14,,,"Gunmen opened fire on nine men playing dominoes, killing 5.",AP,0,,MW,17.98333,-76.95,,
510142,51,142,Jamaica,28-Dec-03,28-Dec-03,28,12,2003,28,12,2003,1,9,0,Citizens,,,Rappers Vybz Kartel & Ninja Man,concert,0,0,-99,0,0,Portmore,Portmore,1,2,2,9,,,"Melee broke out at concert, patrons threw stones and bottles at stage after two rappers exchanged blows.",AP,0,"Date not explicitly stated, estimated date shown here.",MW,17.94999,-76.87992,,
510143,51,143,Jamaica,14-Jan-04,14-Jan-04,14,1,2004,14,1,2004,1,9,0,Gunmen,,,Patricia Howell-Bloomfield,Hobbs Palmer & a toddler,0,0,-99,3,0,Kingston,Kingston,1,1,1,14,,,Gunmen killed 3 in separate drive-by shootings in Olympic Gardens neighborhood.,AP,0,,MW,17.98333,-76.8,,
510144,51,144,Jamaica,23-Jan-04,23-Jan-04,23,1,2004,23,1,2004,1,9,0,Gunmen,,,Citizens,,0,0,-99,0,0,Spanish Town,Spanish Town,1,2,2,14,,,"Gunmen opened fire at a fish market and street doughnut vendors, 4 injured.",AP,0,,MW,17.98333,-76.95,,
510145,51,145,Jamaica,24-Jan-04,24-Jan-04,24,1,2004,24,1,2004,1,9,0,Gunmen,,,Citizens,,0,0,-99,4,0,Spanish Town,Spanish Town,1,2,2,14,,,"Gunmen opened fire on a party, killing 4.",AP,0,,MW,17.98333,-76.95,,
510146,51,146,Jamaica,27-Jan-04,27-Jan-04,27,1,2004,27,1,2004,1,9,0,One Order gang,Clansmen gang,,Kenroy Prince,Citizens,0,0,-99,3,0,Spanish Town,Spanish Town,1,2,2,9,,,"Prince, Huggins and another man were shot and killed.",AP,0,"Could be crime, but article ties this in loosely with gang violence. Violence in area blamed on One Order/Clansmen clash. So, etype could be 9 or 4….",MW,17.98333,-76.95,,
510147,51,147,Jamaica,27-Jan-04,27-Jan-04,27,1,2004,27,1,2004,1,9,0,One Order gang,Clansmen gang,,Citizens,,0,0,-99,0,0,Spanish Town,Spanish Town,1,2,2,9,,,Four men shot and injured near bus station.,AP,0,"Could be crime, but article ties this in loosely with gang violence. Violence in area blamed on One Order/Clansmen clash. So, etype could be 9 or 4….",MW,17.98333,-76.95,,
510148,51,148,Jamaica,13-Feb-04,13-Feb-04,13,2,2004,13,2,2004,1,7,0,Police,,,High school student,,0,0,-99,1,0,Kingston,Kingston,1,1,1,14,,,Police allegedly shot and wounded student.,AP,0,,MW,17.98333,-76.8,,
510149,51,149,Jamaica,13-Feb-04,13-Feb-04,13,2,2004,13,2,2004,1,4,0,Citizens,,,Police,,1,0,3,1,2,Kingston,Kingston,1,1,1,10,,,"Hundreds rioted, attacking police station and burning cars after student shot by police.",AP,0,,MW,17.98333,-76.8,,
510150,51,150,Jamaica,13-Feb-04,15-Feb-04,13,2,2004,15,2,2004,3,6,0,Garbage collectors,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,,,Garbage collectors went on strike to protest nonpayment of wages.,AP,0,,MW,18.25,-77.5,,
510151,51,151,Jamaica,15-Feb-04,15-Feb-04,15,2,2004,15,2,2004,1,8,0,Citizen,,,Police,,1,0,1,1,0,Montego Bay,Montego Bay,1,3,3,14,,,"Man with machete attacked two policemen, who then shot and killed him.",AP,0,Just crime here?,MW,18.46667,-77.91666,,
510152,51,152,Jamaica,16-Feb-04,16-Feb-04,16,2,2004,16,2,2004,1,6,0,Labor unions,Jamaica Teachers' Association,,Government,,1,0,5,0,0,Kingston,Kingston,1,1,1,2,,,Several unions (including 20K teachers) boycotted agreement of wage freeze.,AP,0,"Not clear on duration of boycott, npart is estimated here.",MW,17.98333,-76.8,,
510153,51,153,Jamaica,2-Mar-04,2-Mar-04,2,3,2004,2,3,2004,1,7,0,Police,,,Evon Baker,"Craig Vascianna, Omar Graham",0,0,-99,3,0,Burnt Savannah,Burnt Savannah,1,3,3,9,,,"Police shot and killed 3 men who were suspected of robberies, witnesses describe as execution.",AP,0,Conflicting reports on who instigated this event.,MW,18.31667,-78.1,,
510154,51,154,Jamaica,3-Mar-04,3-Mar-04,3,3,2004,3,3,2004,1,4,0,Citizens,,,Police,,1,0,-99,0,0,Burnt Savannah,Burnt Savannah,1,3,3,10,,,Residents burned debris and blocked roads to protest police killing of 3 men.,AP,0,"Exact date not given, this is estimated here",MW,18.31667,-78.1,,
510155,51,155,Jamaica,8-Mar-04,8-Mar-04,8,3,2004,8,3,2004,1,4,0,Citizens,,,Gunmen who killed businessman,,0,0,3,0,1,Montego Bay,Montego Bay,1,3,3,10,,,Hundreds rioted to protest killing of car wash owner.,AP,0,,MW,18.46667,-77.91666,,
510156,51,156,Jamaica,9-May-04,10-May-04,9,5,2004,10,5,2004,2,4,0,Prison inmates,,,Police,,1,0,2,0,1,Montego Bay,Montego Bay,1,3,3,10,,,Inmates rioted at prison over complaints that they were denied visits.,AP,0,,MW,18.46667,-77.91666,,
510157,51,157,Jamaica,15-Jun-04,15-Jun-04,15,6,2004,15,6,2004,1,7,9,Police,Mob of citizens,,Suspected gay man,,0,0,-99,1,0,Montego Bay,Montego Bay,1,3,3,5,,,"Police beat gay man, mob later stoned and stabbed him to death.",AP,0,Retrospective 5 months back? Date estimated…ethnic issue seemed most appropriate here,MW,18.46667,-77.91666,,
510158,51,158,Jamaica,15-Jun-04,15-Jun-04,15,6,2004,15,6,2004,1,9,0,Attackers,,,Brian Williamson - Jamaica's best known gay rights activist,,0,0,-99,1,0,Unspecified,Unspecified,1,-99,-99,5,,,Williamson hacked to death by attackers with machetes at his home.,AP,0,Retrospective 5 months back? Date estimated…ethnic issue seemed most appropriate here,MW,18.2,-77.55,,
510159,51,159,Jamaica,13-Jul-04,13-Jul-04,13,7,2004,13,7,2004,1,9,0,Gunmen,,,,,0,0,-99,3,2,Kingston,Kingston,1,1,1,9,,,"Smith killed by gunmen, 2 others killed when gunmen firing sporadically exchanged fire w/police.",AP,0,Should Smith killing and police killing be 2 distinct events?,MW,17.98333,-76.8,,
510160,51,160,Jamaica,13-Jul-04,13-Jul-04,13,7,2004,13,7,2004,1,4,0,Citizens,,,Local gangs,,0,0,-99,0,0,Spanish Town,Spanish Town,1,2,2,9,,,Residents set up flaming roadblocks in response to killing of local gang leader.,AP,0,,MW,17.98333,-76.95,,
510161,51,161,Jamaica,5-Aug-04,5-Aug-04,5,8,2004,5,8,2004,1,1,0,National Worker's Union,Bustamante Industrial Trade Union,University and Allied Workers Union,"Embassies of Germany, France, Spain, UK",,0,0,-99,0,0,Kingston,Kingston,1,1,1,2,,,Members of unions demonstrated outside European embassies to protest EU proposal to cut sugar subsidies.,AP,0,,MW,17.98333,-76.8,,
510162,51,162,Jamaica,20-Aug-04,20-Aug-04,20,8,2004,20,8,2004,1,9,0,Unknown bomber,,,Grocery store,,0,0,-99,0,0,Port Antonio,Port Antonio,1,3,3,14,,,Bomb exploded outside of grocery store hours after call to owner threatening bombing unless 1 million Jamaican $ paid.,AP,0,,MW,18.1757,-76.45025,,
510163,51,163,Jamaica,21-Aug-04,21-Aug-04,21,8,2004,21,8,2004,1,8,0,Errol Graham,Steve Larmond,2 unidentified gunmen,Police,Cpl. Warren Smith,1,0,1,3,0,Spanish Town,Spanish Town,1,2,2,14,,,"Police exchanged fire with gunmen after being fired upon from house, 3 killed.",AP,0,,MW,17.98333,-76.95,,
510164,51,164,Jamaica,11-Sep-04,11-Sep-04,11,9,2004,11,9,2004,1,4,0,Citizens,,,Local business,Police,0,0,-99,1,2,Kingston; Montego Bay; Harbour View,Harbour View,3,5,5,3,,,"Looting occurred in aftermath of Hurricane Ivan, armed men roamed streets and ransacked business, exchanged fire with police.",AP,0,"Date not explicitly give, used publication date. One urban, two rural cities here…4 or 5?",MW,17.95,-76.71667,,
510164,51,164,Jamaica,11-Sep-04,11-Sep-04,11,9,2004,11,9,2004,1,4,0,Citizens,,,Local business,Police,0,0,-99,1,2,Kingston; Montego Bay; Harbour View,Kingston,1,5,5,3,,,"Looting occurred in aftermath of Hurricane Ivan, armed men roamed streets and ransacked business, exchanged fire with police.",AP,0,"Date not explicitly give, used publication date. One urban, two rural cities here…4 or 5?",MW,17.98333,-76.8,,
510164,51,164,Jamaica,11-Sep-04,11-Sep-04,11,9,2004,11,9,2004,1,4,0,Citizens,,,Local business,Police,0,0,-99,1,2,Kingston; Montego Bay; Harbour View,Montego Bay,2,5,5,3,,,"Looting occurred in aftermath of Hurricane Ivan, armed men roamed streets and ransacked business, exchanged fire with police.",AP,0,"Date not explicitly give, used publication date. One urban, two rural cities here…4 or 5?",MW,18.46667,-77.91666,,
510165,51,165,Jamaica,13-Sep-04,13-Sep-04,13,9,2004,13,9,2004,1,2,0,Citizens,,,Prime Minister P.J. Patterson,Government,1,0,-99,0,0,Caribbean Terrace,Caribbean Terrace,1,3,3,10,,,"Residents protested hurricane damage tour of P.M., citing government failure to build retaining wall.",AP,0,,MW,17.94871,-76.71266,,
510166,51,166,Jamaica,4-Nov-04,4-Nov-04,4,11,2004,4,11,2004,1,8,0,Junior Shaw,,,Police,,1,0,1,1,0,Spanish Town,Spanish Town,1,2,2,14,,,Shaw was killed by police after opening fire on officers.,AP,0,"Residents dispute account, accuse police of killing in cold blood.",MW,17.98333,-76.95,,
510167,51,167,Jamaica,4-Nov-04,4-Nov-04,4,11,2004,4,11,2004,1,4,0,Citizens,,,Police,,1,0,-99,0,0,Spanish Town,Spanish Town,1,2,2,10,,,Residents temporarily blocked streets with trash in protest of Shaw killing.,AP,0,Blocking streets with trash considered a violent riot?,MW,17.98333,-76.95,,
510168,51,168,Jamaica,14-Apr-05,14-Apr-05,14,4,2005,14,4,2005,1,9,0,Gunmen,,,Leroy Farquharson,Unidentified man,0,0,-99,2,0,Kingston,Kingston,1,1,1,10,,,"Two men shot execution style, allegedly because they had switched loyalty from PNP to JLP.",AP,0,,MW,17.98333,-76.8,,
510169,51,169,Jamaica,17-Apr-05,17-Apr-05,17,4,2005,17,4,2005,1,9,0,Gunmen,,,Everton Brown,"Ivenora Campbell, Miguel Panton",0,0,-99,3,0,Kingston,Kingston,1,1,1,1,,,"3 killed, gunmen may have been looking for rifles that were supposed to be returned prior to recent election.",AP,0,"Police investigating election link, unclear if this was the issue",MW,17.98333,-76.8,,
510170,51,170,Jamaica,3-May-05,3-May-05,3,5,2005,3,5,2005,1,8,0,Gunmen,,,Police Cpl. Hewitt Chandler,,1,0,1,3,0,Kingston,Kingston,1,1,1,14,,,"Two gunmen shot and killed Chandler, who were then killed by other policemen.",AP,0,,MW,17.98333,-76.8,,
510171,51,171,Jamaica,4-May-05,4-May-05,4,5,2005,4,5,2005,1,8,0,Gunmen,,,Policeman,,1,0,-99,1,0,Kingston,Kingston,1,1,1,14,,,Traffic officer killed when men riding in car opened fire on him.,AP,0,,MW,17.98333,-76.8,,
510172,51,172,Jamaica,4-May-05,4-May-05,4,5,2005,4,5,2005,1,8,0,Gunmen,,,Police,,1,0,-99,1,0,Kingston,Kingston,1,1,1,14,,,"Gunmen opened fire on a police station, killing at least one officer.",AP,0,Explicitly stated as different group of actors than those from above event.,MW,17.98333,-76.8,,
510173,51,173,Jamaica,13-May-05,13-May-05,13,5,2005,13,5,2005,1,6,0,Air traffic controllers,,,Government,,1,0,2,0,0,Kingston; Montego Bay,Kingston,1,4,4,2,,,About 12 air traffic controllers called in sick to protest pace of wage negotiations.,AP,0,"One urban, one rural…not sure what locnum should be…",MW,17.98333,-76.8,,
510173,51,173,Jamaica,13-May-05,13-May-05,13,5,2005,13,5,2005,1,6,0,Air traffic controllers,,,Government,,1,0,2,0,0,Kingston; Montego Bay,Montego Bay,2,4,4,2,,,About 12 air traffic controllers called in sick to protest pace of wage negotiations.,AP,0,"One urban, one rural…not sure what locnum should be…",MW,18.46667,-77.91666,,
510174,51,174,Jamaica,18-May-05,19-May-05,18,5,2005,19,5,2005,2,6,0,Police,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,,,Police staged a strike over a heated wage dispute.,AP,0,"No enddate/duration given, these are estimated",MW,18.25,-77.5,,
510175,51,175,Jamaica,22-May-05,22-May-05,22,5,2005,22,5,2005,1,8,0,Gunmen,,,Constable Andrew Anthony Pryce,,1,0,-99,1,0,Kingston,Kingston,1,1,1,14,,,Pryce was killed when group of men approached him from behind and shot him.,AP,0,,MW,17.98333,-76.8,,
510176,51,176,Jamaica,25-May-05,25-May-05,25,5,2005,25,5,2005,1,5,0,Business owners,,,Government,Gunmen,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,9,10,,Business owners closed across the capital to protest crime and call for government to better equip police.,AP,0,Conflicting reports on whether this is Kingston or nationwide,MW,18.25,-77.5,,
510177,51,177,Jamaica,25-May-05,25-May-05,25,5,2005,25,5,2005,1,1,0,Private Sector Organization of Jamaica,Citizens,,Government,,1,0,3,0,0,Kingston,Kingston,1,1,1,9,10,,Hundreds gathered to protest against crime and call on politicians to disassociate themselves from criminals.,AP,0,,MW,17.98333,-76.8,,
510178,51,178,Jamaica,6-Sep-05,6-Sep-05,6,9,2005,6,9,2005,1,2,4,Citizens,,,Government,,1,0,3,1,0,Nationwide,Nationwide,1,7,7,2,,,"Demonstrators blocked roads to protest cost of water, electricity, and bus fares. Policeman shot, another man killed.",AP,0,,MW,18.25,-77.5,,
510179,51,179,Jamaica,4-Oct-05,4-Oct-05,4,10,2005,4,10,2005,1,8,0,Gunmen,,,Police,,1,0,-99,0,0,Kingston,Kingston,1,1,1,14,,,"Police and soldiers came under fire from gunmen, 2 injured in proximity to opposition leader Bruce Golding.",AP,0,"Residents claim police/soldiers fired randomly, opposition suggested police tried to kill Golding.",MW,17.98333,-76.8,,
510180,51,180,Jamaica,5-Oct-05,5-Oct-05,5,10,2005,5,10,2005,1,9,0,Gunmen,,,Gerald & Dorcas Brown,Their children Michelle and Sasha-Kay,0,0,-99,4,0,Kingston,Kingston,1,1,1,9,,,"Gunmen set house ablaze using Molotov cocktails, firing upon them as they attempted escape. Family of 4 killed.",AP,0,Suspected gang violence here,MW,17.98333,-76.8,,
510181,51,181,Jamaica,6-Nov-05,6-Nov-05,6,11,2005,6,11,2005,1,8,0,Gunmen,,,Police Constable Deancourt Wright,,1,0,-99,1,0,Windsor Heights,Windsor Heights,1,3,3,14,,,Wright was shot and killed and car was completely burned.,AP,0,Wright was off-duty at the time of shooting - still code this?,MW,18.42918,-77.20249,,
510182,51,182,Jamaica,29-Nov-05,30-Nov-05,29,11,2005,30,11,2005,2,9,0,Gunmen,,,Lenford Harvey - gay man who counsels people with AIDS,,0,0,-99,1,0,Kingston,Kingston,1,1,1,5,,,Harvey was abducted from home and found dead the next day.,AP,0,"if sexual orientation motivated attackers. Date/duration estimated, unclear which day he was killed.",MW,17.98333,-76.8,,
510183,51,183,Jamaica,15-Jan-06,15-Jan-06,15,1,2006,15,1,2006,1,4,0,Unidentifed attackers,Adrian Hussey,,Supporters of People's National Party,Gang members,1,0,-99,1,0,Golden Spring,Golden Spring,1,3,3,10,,,"Vehicles of PNP supporters (including gang members) were stoned, who then retaliated with attacks, 1 dead.",AP,0,"Couldn't find population, appears to be small suburb of Kingston. Cgovtarget =1 b/c PNP is ruling party",MW,18.09016,-76.80145,,
510184,51,184,Jamaica,16-Jan-06,16-Jan-06,16,1,2006,16,1,2006,1,4,0,Citizens,,,Gang members,PNP supporters,1,0,-99,0,0,Golden Spring,Golden Spring,1,3,3,9,10,,Residents blocked roads with stones and debris to protest gang attack associated with PNP.,AP,0,Cgovtarget =1 b/c PNP is ruling party,MW,18.09016,-76.80145,,
510185,51,185,Jamaica,8-Feb-06,8-Feb-06,8,2,2006,8,2,2006,1,9,0,Gunmen,,,Hope - leader of One Order gang,,0,0,-99,1,0,Spanish Town,Spanish Town,1,2,2,14,,,Hope was shot and killed by gunmen.,AP,0,,MW,17.98333,-76.95,,
510186,51,186,Jamaica,8-Feb-06,8-Feb-06,8,2,2006,8,2,2006,1,4,0,Hope,,,Hope's killers,,0,0,-99,1,0,Spanish Town,Spanish Town,1,2,2,9,,,"Supporters of Hope blocked roads and burnt courthouse in protest of his killing, 1 killed during event.",AP,0,,MW,17.98333,-76.95,,
510187,51,187,Jamaica,17-Feb-06,17-Feb-06,17,2,2006,17,2,2006,1,1,0,Lawyers Christian Fellowship,Other Christian groups,,Government,,1,0,-99,0,0,Kingston,Kingston,1,1,1,6,10,,Christian groups demonstrated in front of Parliament over concern that bill could legalize homosexuality.,AP,0,,MW,17.98333,-76.8,,
510188,51,188,Jamaica,8-Apr-06,11-Apr-06,8,4,2006,11,4,2006,4,6,0,Sugar industry workers,,,Frome sugar factory,Monymusk sugar factory,0,0,4,0,0,Frome sugar factory; Monymusk sugar factory,Monymusk sugar factory,2,5,5,2,,,Workers went on strike to protest treatment by managers at plants.,AP,0,"Duration given as 3 days in article, but covers 4 day period - guessing Sunday is not a working day…plants appear to be in rural areas, but not explicitly stated",MW,17.80767,-77.25018,,
510188,51,188,Jamaica,8-Apr-06,11-Apr-06,8,4,2006,11,4,2006,4,6,0,Sugar industry workers,,,Frome sugar factory,Monymusk sugar factory,0,0,4,0,0,Frome sugar factory; Monymusk sugar factory,Frome sugar factory,1,5,5,2,,,Workers went on strike to protest treatment by managers at plants.,AP,0,"Duration given as 3 days in article, but covers 4 day period - guessing Sunday is not a working day…plants appear to be in rural areas, but not explicitly stated",MW,18.29358,-78.15076,,
510189,51,189,Jamaica,15-Apr-06,15-Apr-06,15,4,2006,15,4,2006,1,2,0,Coffee farmers,,,Government,,1,0,3,0,0,Unspecified,Unspecified,1,-99,-99,2,,,Coffee farmers demonstrated outside government offices to demand payment of insurance money for hurricane damage.,AP,0,Retrospective 3 months back?,MW,18.2,-77.55,,
510190,51,190,Jamaica,4-Jul-06,4-Jul-06,4,7,2006,4,7,2006,1,1,0,Stonecrusher Gang,,,Citizens,,0,0,-99,5,0,Saint James Parish,Saint James Parish,1,6,6,14,,,"Gunmen killed 5 and set 2 homes on fire, the  attack has been linked to the Stonecrusher Gang.",AP,0,,MW,18.39232,-77.8596,,
510191,51,191,Jamaica,10-Jul-06,10-Jul-06,10,7,2006,10,7,2006,1,6,4,Construction workers at Bahia Principe Hotel,,,Spanish developer Grupo Pinero,,0,0,3,0,1,Pear Tree Bottom,Pear Tree Bottom,1,3,3,2,,,"Workers' strike over delayed wage payment escalated into riot, worker shot security guard and 2 fellow workers.",AP,0,,MW,18.45549,-77.36151,,
510192,51,192,Jamaica,28-Jan-07,28-Jan-07,28,1,2007,28,1,2007,1,8,0,Suspected gangsters,,,Police,,1,0,-99,5,0,Montego Bay,Montego Bay,1,3,3,14,,,"Five men killed in shootout with police, who claim that those killed were responsible for recent murders.",AP,0,Not clear who initiated this event…thus issue is also unidentified,MW,18.46667,-77.91666,,
