eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,coder,acd_questionable,latitude,longitude,geo_comments,location_precision
5010389,389,501,Kenya,2-May-11,2-May-11,1,2,5,2011,2,5,2011,9,0,Merile,,,Turkana,,0,0,-99,38,0,Near Lake Turkana,Near Lake Turkana,1,3,3,5,12,,Suspected cattle rustlers from Ethiopia kill 38 people.,1,,CL,0,3.52091,35.783798,,no
5010390,390,501,Kenya,26-Jun-11,26-Jun-11,1,26,6,2011,26,6,2011,9,0,Samburu villagers,,,Isiolo villagers,,0,0,-99,10,0,Isiolo,Isiolo,1,3,3,3,12,,Raiders from Samburu raid Isiolo and steal cattle.,1,,CL,0,.34999999,37.583,,
5010391,391,501,Kenya,1-Jul-11,1-Jul-11,1,1,7,2011,1,7,2011,4,0,Refugees,,,Police,,0,1,-99,2,1,Dabaab,Dabaab,1,3,3,3,12,,Refugees at the world's largest camp riot over the bulldozing of makeshift businesses.  Police use tear gas.,1,Dabaab is the world's largerst refugee camp - 100 km south of the Ethiopian border.,CL,0,.050999999,40.313999,,
5010392,392,501,Kenya,7-Jul-11,7-Jul-11,1,7,7,2011,7,7,2011,2,0,Protesters,,,Government,,1,0,3,0,1,Nairobi,Nairobi,1,1,1,3,,,Police fire tear gas at protesters marching on the president's office to demand action over a growing food crisis.,1,,CL,0,-1.28333,36.8167,,
5010393,393,501,Kenya,6-Sep-11,9-Sep-11,4,6,9,2011,9,9,2011,6,0,Teachers,,,Government,,1,0,6,0,0,Nationwide,Nationwide,1,7,7,7,,,"More than 200,000 teachers strike to protest the diversion of government funds meant to hire more teachers and ease classroom overcrowding.",1,,CL,0,.42212299,38.007301,,
5010394,394,501,Kenya,11-Sep-11,11-Sep-11,1,11,9,2011,11,9,2011,9,0,Islamic militants,,,British tourists,,0,0,-99,1,0,Lamu,Lamu,1,3,3,6,,,A British tourist is killed and another is kidnapped in an attack at a beach resort.,1,,CL,0,-2.27316,40.901901,,
5010395,395,501,Kenya,1-Oct-11,1-Oct-11,1,1,10,2011,1,10,2011,9,0,Islamic militants,,,French tourists,,0,0,-99,0,0,Lamu,Lamu,1,3,3,6,,,A French tourists is kidnapped by suspected Islamic militants.,1,,CL,0,-2.27316,40.901901,,
5010396,396,501,Kenya,4-Oct-11,4-Oct-11,1,4,10,2011,4,10,2011,9,0,Gunmen,,,Spanish aid workers,,0,0,-99,0,0,Dabaab,Dabaab,1,3,3,14,,,Kidnappers abduct two Spanish aid workers.,1,Dabaab is the world's largerst refugee camp - 100 km south of the Ethiopian border.,CL,0,.050999999,40.313999,,
5010397,397,501,Kenya,24-Oct-11,24-Oct-11,1,24,10,2011,24,10,2011,9,0,Al-Shabaab,,,Civilians,,0,0,-99,1,0,Nairobi,Nairobi,1,1,1,6,8,,Islamic militants stage multiple grenade attacks in Nairobi.  The event comes just days after Kenya's intervention in Somalia.,1,,CL,0,-1.28333,36.8167,,
5010398,398,501,Kenya,27-Oct-11,27-Oct-11,1,27,10,2011,27,10,2011,9,0,Al-Shabaab,,,Civilians,,0,0,-99,4,0,Far northeast Kenya,Far northeast Kenya,1,6,6,6,8,,Islamic militants attack a civilian vehicle with RPGs.,1,,CL,0,3.1266201,40.3363,,no
5010399,399,501,Kenya,6-Nov-11,6-Nov-11,1,6,11,2011,6,11,2011,9,0,Al-Shabaab,,,Civilians,,0,0,-99,2,0,Wajir,Wajir,1,3,3,6,8,,Islamic militants attack a church.,1,,CL,0,1.74722,40.068901,,
5010400,400,501,Kenya,15-Nov-11,15-Nov-11,1,15,11,2011,15,11,2011,8,0,Al-Shabaab,,,Police,,1,0,-99,2,0,Dabaab,Dabaab,1,3,3,6,8,,A landmine targeting police at a refugee camp kills two.,1,Dabaab is the world's largerst refugee camp - 100 km south of the Ethiopian border.,CL,0,.050999999,40.313999,,
5010401,401,501,Kenya,24-Nov-11,24-Nov-11,1,24,11,2011,24,11,2011,8,0,Al-Shabaab,,,Soldiers,,1,0,-99,1,0,Mandera,Mandera,1,3,3,6,8,,Militants destroy a Kenyan army truck.,1,,CL,0,3.93454,41.8606,,
5010402,402,501,Kenya,5-Dec-11,5-Dec-11,1,5,12,2011,5,12,2011,8,0,Islamic militants,,,Police,,1,0,-99,1,0,Dabaab,Dabaab,1,3,3,6,8,,Unknown bombers kill a police officer.,1,Dabaab is the world's largerst refugee camp - 100 km south of the Ethiopian border.,CL,0,.050999999,40.313999,,
5010403,403,501,Kenya,11-Dec-11,11-Dec-11,1,11,12,2011,11,12,2011,8,0,Islamic militants,,,Soldiers,,1,0,-99,1,0,Wajir,Wajir,1,3,3,6,8,,Unknown bombers attack a troop convoy.,1,,CL,0,1.74722,40.068901,,
5010404,404,501,Kenya,12-Dec-11,12-Dec-11,1,12,12,2011,12,12,2011,9,0,Islamic militants,,,Civilians,,0,0,-99,0,0,Wajir,Wajir,1,3,3,6,8,,An explosion wounds several people during independence day celebrations.,1,,CL,0,1.74722,40.068901,,
5010405,405,501,Kenya,16-Dec-11,16-Dec-11,1,16,12,2011,16,12,2011,9,0,Islamic militants,,,Civilians,,0,0,-99,0,0,Garissa,Garissa,1,3,3,6,8,,Militants throw grenades in a northern town.,1,,CL,0,-.44465899,39.6717,,
5010406,406,501,Kenya,19-Dec-11,20-Dec-11,2,19,12,2011,20,12,2011,8,0,Islamic militants,,,Police,,1,0,-99,1,0,Dabaab,Dabaab,1,3,3,6,8,,Several bombings occur at the Dabaab refugee camp.,1,Dabaab is the world's largerst refugee camp - 100 km south of the Ethiopian border.,CL,0,.050999999,40.313999,,
5010407,407,501,Kenya,1-Jan-12,1-Jan-12,1,1,1,2012,1,1,2012,4,0,Unknown,,,Refugees,,0,0,1,1,0,Dadaab,Dadaab,1,2,2,14,,,"An unidentified gunman shot a refugee leader several times, killing him.",AFP,Officials suspected the attack was Al-Shebab's handiwork.,MW,0,.079713002,40.298,,
5010408,408,501,Kenya,4-Jan-12,4-Jan-12,1,4,1,2012,4,1,2012,4,0,Nomadic Tribes,,,Nomadic Tribes,,0,0,-99,18,0,Moyale,Moyale,1,3,3,5,,,"Two tribes clashed in northeast Kenya, leading to the deaths of three adults and three children.",AFP,,MW,0,3.5164001,39.069199,,
5010409,409,501,Kenya,5-Jan-12,5-Jan-12,1,5,1,2012,5,1,2012,2,4,Parents,,,Schools,,0,1,-99,0,0,Nationwide,Nationwide,1,7,7,7,,,"Parents protested and rioted, decrying widespread failures of high school entrance exams. 10 Primary schools were closed.",AP,,MW,0,.42212299,38.007301,,
5010410,410,501,Kenya,11-Jan-12,11-Jan-12,1,11,1,2012,11,1,2012,8,0,Al-Shebab,,,Police,,0,1,-99,7,1,Gerille,Gerille,1,3,3,8,,,Islamist militants fired on police forces and kidnapped local government officials to retaliate for Kenya's involvement in the Somali conflict.,Both,,MW,0,1.59562,40.9902,,
5010411,411,501,Kenya,11-Jan-12,11-Jan-12,1,11,1,2012,11,1,2012,7,0,Military,,,Citizens,,0,0,-99,0,0,Garissa,Garissa,1,3,3,13,,,Military officers rounded up and brutally beat locals who walked too close to a military camp.,AFP,,MW,0,-.44465899,39.6717,,
5010412,412,501,Kenya,1-Feb-12,10-Feb-12,10,1,2,2012,10,2,2012,3,0,Borena,Gabra,,Gabra,Borena,0,0,-99,-77,0,Northern Kenya,Northern Kenya,1,6,6,5,3,,"The Gabra and Borena clans clashed in northern Kenya, displacing tens of thousands of locals. Tensions over water and pasture land drove already tense relations to a head.",AFP,,MW,0,2.3642001,37.452599,estimated location,no
5010413,413,501,Kenya,3-Feb-12,3-Feb-12,1,3,2,2012,3,2,2012,4,0,Unknown,,,Citizens,,0,0,-99,2,0,Garissa,Garissa,1,3,3,14,,,"Unidentifed gunmen opened fire on citizens, killing two.",AP,,MW,0,-.44465899,39.6717,,
5010414,414,501,Kenya,28-Feb-12,28-Feb-12,1,28,2,2012,28,2,2012,4,0,Unknown,,,Police,Citizens,0,1,1,2,1,Mandera,Mandera,1,3,3,14,,,"Gunmen shot a police reservist in a Kenya-Somalia border town. Locals pursued and killed one of the gunmen, but were prevented from catching the other two when one tossed a grenade at the oncoming mob, wounding several.",AP,"Officials suspected Al-Shebab was behind the shooting,",MW,0,3.93454,41.8606,,
5010415,415,501,Kenya,1-Mar-12,16-Mar-12,16,1,3,2012,16,3,2012,6,0,Health workers,,,Central Government,,1,0,5,0,1,Nationwide,Nationwide,1,7,7,2,,,"40,000 health workers went on strike after the government failed to follow through on promised salary increases. In response, the government threatened to fire all of them.",Both,,MW,0,.42212299,38.007301,,
5010416,416,501,Kenya,1-Mar-12,1-Mar-12,1,1,3,2012,1,3,2012,2,0,Citizens,,,Central Government,,1,0,3,0,0,Lamu,Lamu,1,3,3,10,4,,"Residents of a coastal town protested the government's decision to make their town into a major port, oil refinery, and rail hub. The locals called for greater transparency and for the government to consider the potential environmental impact the project will have on locals.",AFP,,MW,0,-2.27316,40.901901,,
5010417,417,501,Kenya,6-Mar-12,6-Mar-12,1,6,3,2012,6,3,2012,2,0,Sex Workers,,,Central Government,,1,0,-99,0,0,Nairobi,Nairobi,1,1,1,10,2,,Sex workers marched in Kenya's capital to call for the legalization of their trade.,AFP,,MW,0,-1.28333,36.8167,,
5010418,418,501,Kenya,10-Mar-12,10-Mar-12,1,10,3,2012,10,3,2012,9,0,Al-Shebab,,,Citizens,,0,0,1,9,1,Nairobi,Nairobi,1,1,1,8,,,"Al-Shebab militants threw grenades from a moving car at a bus station, killing at least five and injuring dozens more.",Both,Al-Shebab initially denied responsibility for the attack.,MW,0,-1.28333,36.8167,,
5010419,419,501,Kenya,10-Mar-12,10-Mar-12,1,10,3,2012,10,3,2012,4,0,Unknown,,,Al-Shebab Sympathizers,,0,0,2,1,0,Mombasa and Mtwapa,Mombasa,1,2,2,9,,,Armed men pulled two suspected Al-Shebab sympathizers off of a bus and kidnapped them. One was later found dead.,AP,Many believed the kidnappers to be police frustrated with the legal limits on action.,MW,0,-4.0316,39.394798,,
5010419,419,501,Kenya,10-Mar-12,10-Mar-12,1,10,3,2012,10,3,2012,4,0,Unknown,,,Al-Shebab Sympathizers,,0,0,2,1,0,Mombasa and Mtwapa,Mtwapa,2,2,2,9,,,Armed men pulled two suspected Al-Shebab sympathizers off of a bus and kidnapped them. One was later found dead.,AP,Many believed the kidnappers to be police frustrated with the legal limits on action.,MW,0,-3.9463999,39.737701,,
5010420,420,501,Kenya,14-Mar-12,14-Mar-12,1,14,3,2012,14,3,2012,4,0,Unknown,,,Refugees,,0,0,-99,2,0,Dadaab,Dadaab,1,2,2,9,,,Gunmen shot and killed two refugees in an apparent revenge killing. A third man was injured.,AFP,,MW,0,.079713002,40.298,,
5010421,421,501,Kenya,31-Mar-12,31-Mar-12,1,31,3,2012,31,3,2012,4,0,Unknown,,,Christians,Citizens,0,0,-99,1,0,Mombasa and Mtwapa,Mombasa,1,4,4,14,6,,A Christian religious gathering and a popular restraunt were both attacked with grenades. One person was killed and around 18 were injured.,Both,,MW,0,-4.0316,39.394798,,
5010421,421,501,Kenya,31-Mar-12,31-Mar-12,1,31,3,2012,31,3,2012,4,0,Unknown,,,Christians,Citizens,0,0,-99,1,0,Mombasa and Mtwapa,Mtwapa,2,4,4,14,6,,A Christian religious gathering and a popular restraunt were both attacked with grenades. One person was killed and around 18 were injured.,Both,,MW,0,-3.9463999,39.737701,,
5010422,422,501,Kenya,24-Apr-12,24-Apr-12,1,24,4,2012,24,4,2012,1,3,Mombasa Republican Council,,,Central Government,,1,0,3,1,1,Mombasa,Mombasa,1,2,2,10,8,,Members of a separatist political faction protested outside a court house to challenge a legal ban on their organization. One protestor was killed by a thrown rock.,AFP,,MW,0,-4.0316,39.394798,,
5010423,423,501,Kenya,29-Apr-12,29-Apr-12,1,29,4,2012,29,4,2012,4,0,Unknown,,,Christians,,0,0,1,2,0,Nairobi,Nairobi,1,1,1,12,6,,"A man detonated a grenade during church services, killing one. Churchgoers suggested the attack was due to a land dispute over the ground the church was built on.",Both,,MW,0,-1.28333,36.8167,,
5010424,424,501,Kenya,15-May-12,15-May-12,1,15,5,2012,15,5,2012,4,0,Unknown,,,Police,,0,1,-99,1,0,Dadaab,Dadaab,1,2,2,14,,,"A police convoy hit an improvised IED, killing one and injuring several others.",Both,,MW,0,.079713002,40.298,,
5010425,425,501,Kenya,15-May-12,15-May-12,1,15,5,2012,15,5,2012,4,0,Unknown,,,Citizens,,0,0,1,1,1,Mombasa,Mombasa,1,2,2,14,,,"Gunmen opened fire on and tossed grenades into a popular restraunt, killing one. One attacker was arrested.",Both,,MW,0,-4.0316,39.394798,,
5010426,426,501,Kenya,25-May-12,25-May-12,1,25,5,2012,25,5,2012,4,0,Unknown,,,Suspected Terrorists,,0,0,-99,0,0,Western Kenya,Western Kenya,1,6,6,9,,,A suspected terrorist was abducted by unknown assailants after his car broke down.,AP,"Some suspected this was the work of police forces, working through illegal means.",MW,0,.54654002,34.534599,estimated location,no
5010427,427,501,Kenya,26-May-12,26-May-12,1,26,5,2012,26,5,2012,4,0,Unknown,,,Citizens,,0,0,-99,0,0,Wajir,Wajir,1,3,3,14,,,"Another group of attackers lobbed a grenade into a restraunt, injuring three.",AFP,,MW,0,1.74722,40.068901,,
5010428,428,501,Kenya,26-May-12,26-May-12,1,26,5,2012,26,5,2012,4,0,Unknown,,,Refugees,,0,0,-99,0,0,Dadaab,Dadaab,1,2,2,8,,,"Refugees were targeted in a grenade attack. Five were injured, but none killed.",Both,,MW,0,.079713002,40.298,,
5010429,429,501,Kenya,28-May-12,28-May-12,1,28,5,2012,28,5,2012,4,0,Unknown,,,Citizens,,0,0,1,0,1,Nairobi,Nairobi,1,1,1,14,,,"A bomb ripped through shops in downtown Nairobi, injuring dozens.",Both,Officials blamed Al-Shebab.,MW,0,-1.28333,36.8167,,
5010430,430,501,Kenya,30-May-12,30-May-12,1,30,5,2012,30,5,2012,4,0,Unknown,,,Citizens,,0,0,-99,1,0,Wajir,Wajir,1,3,3,14,,,A grenade tossed into a caf_ window killed one and injured four others.,AFP,,MW,0,1.74722,40.068901,,
5010431,431,501,Kenya,30-May-12,30-May-12,1,30,5,2012,30,5,2012,4,0,Unknown,,,Police,,0,1,-99,0,0,Liboi,Liboi,1,3,3,14,,,Several police officers were attacked on a routine patrol in a town on the eastern border.,AFP,Officials blamed Al-Shebab.,MW,0,.35099,40.874802,,
5010432,432,501,Kenya,15-Jun-12,15-Jun-12,1,15,6,2012,15,6,2012,4,0,Unknown,,,Refugees,,0,0,-99,0,0,Dadaab,Dadaab,1,2,2,14,,,A female refugee leader was targeted with an explosive device. Three were injured in the resulting explosion.,AFP,,MW,0,.079713002,40.298,,
5010433,433,501,Kenya,23-Jun-12,23-Jun-12,1,23,6,2012,23,6,2012,4,0,Unknown,,,Police,,0,1,-99,0,0,Mandera,Mandera,1,3,3,14,,,Police were wounded by an improvised explosive device near the Somali border.,AFP,,MW,0,3.93454,41.8606,,
5010434,434,501,Kenya,24-Jun-12,24-Jun-12,1,24,6,2012,24,6,2012,4,0,Unknown,,,Citizens,,0,0,-99,3,0,Mombasa,Mombasa,1,2,2,14,,,"Unknown attackers tossed a grenade into a crowded bar, killing and injuring several patrons.",Both,,MW,0,-4.0316,39.394798,,
5010435,435,501,Kenya,29-Jun-12,2-Jul-12,4,29,6,2012,2,7,2012,4,0,Unknown,,,Foreign Aid Workers,,0,0,1,1,2,Dadaab,Dadaab,1,2,2,8,,,"Gunmen kidnapped several international aid workers, killing their driver. They were taken to Somalia, but freed by Kenyan and Somali forces.",Both,,MW,0,.079713002,40.298,,
5010436,436,501,Kenya,1-Jul-12,1-Jul-12,1,1,7,2012,1,7,2012,3,0,Al-Shebab,,,Christians,,0,0,-99,18,1,Garissa,Garissa,1,3,3,8,6,,"Masked gunmen attacked two churches, killing 17 and wounding many more with indiscriminate fire and grenade tosses.",Both,,MW,0,-.44465899,39.6717,,
5010437,437,501,Kenya,18-Jul-12,18-Jul-12,1,18,7,2012,18,7,2012,4,0,Unknown,,,Citizens,,0,0,-99,0,1,Wajir,Wajir,1,3,3,14,,,"Attackers tossed grenades into a restruant and shop near the border region, injuring four.",AFP,,MW,0,1.74722,40.068901,,
5010438,438,501,Kenya,25-Jul-12,25-Jul-12,1,25,7,2012,25,7,2012,4,0,Unknown,,,Refugees,Red Cross,0,0,-99,0,0,Dadaab,Dadaab,1,2,2,14,,,Attackers detonated a bomb as aid workers distributed non-food items to refugees. Several were injured.,AFP,,MW,0,.079713002,40.298,,
5010439,439,501,Kenya,3-Aug-12,3-Aug-12,1,3,8,2012,3,8,2012,4,0,Unknown,,,Citizens,,0,0,-99,1,0,Nairobi,Nairobi,1,1,1,14,,,Another man was killed by a grenade.,AFP,,MW,0,-1.28333,36.8167,,
5010440,440,501,Kenya,15-Aug-12,22-Aug-12,8,15,8,2012,22,8,2012,1,3,Pokomo,Orma,,Orma,Pokomo,0,0,3,52,1,Riketa,Riketa,1,3,3,5,3,,"After the Pokomo farming community protested the pastoralist Orma grazing cattle on their farms, the Orma responded with violence. The next week Pokomo villagers raided an Orma village, killing dozens.",Both,,MW,0,-1.94964,40.133301,,
5010441,441,501,Kenya,27-Aug-12,29-Aug-12,3,27,8,2012,29,8,2012,4,0,Unknown,Muslims,,Muslims,Christians,0,0,4,6,1,Mombasa,Mombasa,1,2,2,9,6,,Muslims rioted and called for violence after the radical cleric Aboud Rogo Mohammed was shot and killed. Cars and churches were targeted in the ensuing violence.,Both,"Mohammed's widow and human rights groups blamed the police for his death, calling it an extra-judicial killing. The police claimed no part in his death and even blamed it on Al-Shebab.",MW,0,-4.0316,39.394798,,
5010442,442,501,Kenya,7-Sep-12,17-Sep-12,11,7,9,2012,17,9,2012,4,0,Orma,Pokomo,,Pokomo,Orma,0,0,3,42,1,"Chamwanamuma, Semikaro, Laini, Nduru, Shirikisho_and Kilelengwani",Chamwanamuma,1,5,5,9,,,"The Orma and Pokomo tribes borke into tit-for -tat violence again, leading to dozens of deaths, including those of several police officers attempting to intervene. A government-enforced curfew failed to take hold.",Both,"Several witnesses believed this was actually an extension of a political struggle, as the attackers were well trained and unrecognizable.",MW,0,-2.5167,40.299999,,
5010442,442,501,Kenya,7-Sep-12,17-Sep-12,11,7,9,2012,17,9,2012,4,0,Orma,Pokomo,,Pokomo,Orma,0,0,3,42,1,"Chamwanamuma, Semikaro, Laini, Nduru, Shirikisho_and Kilelengwani",Semikaro,2,5,5,9,,,"The Orma and Pokomo tribes borke into tit-for -tat violence again, leading to dozens of deaths, including those of several police officers attempting to intervene. A government-enforced curfew failed to take hold.",Both,"Several witnesses believed this was actually an extension of a political struggle, as the attackers were well trained and unrecognizable.",MW,0,-2.4944201,40.255501,,
5010442,442,501,Kenya,7-Sep-12,17-Sep-12,11,7,9,2012,17,9,2012,4,0,Orma,Pokomo,,Pokomo,Orma,0,0,3,42,1,"Chamwanamuma, Semikaro, Laini, Nduru, Shirikisho_and Kilelengwani",Laini,3,5,5,9,,,"The Orma and Pokomo tribes borke into tit-for -tat violence again, leading to dozens of deaths, including those of several police officers attempting to intervene. A government-enforced curfew failed to take hold.",Both,"Several witnesses believed this was actually an extension of a political struggle, as the attackers were well trained and unrecognizable.",MW,0,-2.5142,40.2775,,
5010442,442,501,Kenya,7-Sep-12,17-Sep-12,11,7,9,2012,17,9,2012,4,0,Orma,Pokomo,,Pokomo,Orma,0,0,3,42,1,"Chamwanamuma, Semikaro, Laini, Nduru, Shirikisho_and Kilelengwani",Nduru,4,5,5,9,,,"The Orma and Pokomo tribes borke into tit-for -tat violence again, leading to dozens of deaths, including those of several police officers attempting to intervene. A government-enforced curfew failed to take hold.",Both,"Several witnesses believed this was actually an extension of a political struggle, as the attackers were well trained and unrecognizable.",MW,0,-2.5,40.283298,,
5010442,442,501,Kenya,7-Sep-12,17-Sep-12,11,7,9,2012,17,9,2012,4,0,Orma,Pokomo,,Pokomo,Orma,0,0,3,42,1,"Chamwanamuma, Semikaro, Laini, Nduru, Shirikisho_and Kilelengwani",Shirikisho,5,5,5,9,,,"The Orma and Pokomo tribes borke into tit-for -tat violence again, leading to dozens of deaths, including those of several police officers attempting to intervene. A government-enforced curfew failed to take hold.",Both,"Several witnesses believed this was actually an extension of a political struggle, as the attackers were well trained and unrecognizable.",MW,0,-2.5053899,40.308998,,
5010442,442,501,Kenya,7-Sep-12,17-Sep-12,11,7,9,2012,17,9,2012,4,0,Orma,Pokomo,,Pokomo,Orma,0,0,3,42,1,"Chamwanamuma, Semikaro, Laini, Nduru, Shirikisho_and Kilelengwani",Kilelengwani,6,5,5,9,,,"The Orma and Pokomo tribes borke into tit-for -tat violence again, leading to dozens of deaths, including those of several police officers attempting to intervene. A government-enforced curfew failed to take hold.",Both,"Several witnesses believed this was actually an extension of a political struggle, as the attackers were well trained and unrecognizable.",MW,0,-2.48756,40.484798,,
5010443,443,501,Kenya,10-Sep-12,1-Oct-12,22,10,9,2012,1,10,2012,6,0,Teachers,Students,,Central Government,,1,0,6,0,0,Nationwide,Nationwide,1,7,7,2,,,Teachers went on strike to demand higher pay for three weeks before the government gave in.,Both,,MW,0,.42212299,38.007301,,
5010444,444,501,Kenya,14-Sep-12,14-Sep-12,1,14,9,2012,14,9,2012,2,0,Muslims,,,United States,,0,0,3,0,0,Mombasa,Mombasa,1,2,2,6,,,Muslims protested against the United States,AFP,,MW,0,-4.0316,39.394798,,
5010445,445,501,Kenya,16-Sep-12,3-Oct-12,18,16,9,2012,3,10,2012,6,0,Doctors,,,Central Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,7,12,2,,"Doctors went on strike to protest the poor state of their equipment, demanding  the government put more money towards providing adequate health care.",AP,,MW,0,.42212299,38.007301,,
5010446,446,501,Kenya,30-Sep-12,30-Sep-12,1,30,9,2012,30,9,2012,4,0,Unknown,,,Christians,,0,0,-99,1,0,Nairobi,Nairobi,1,1,1,6,,,"An explosive device was set off in an Anglican Sunday school, killing one child and injuring three others.",AP,Police suspected al-Shebab sympathizers.,MW,0,-1.28333,36.8167,,
5010447,447,501,Kenya,9-Oct-12,9-Oct-12,1,9,10,2012,9,10,2012,2,0,Citizens,,,Legislators,,1,0,3,0,0,Nairobi,Nairobi,1,1,1,2,,,"Citizens marched in Kenya's capital to protest Parliament's decision to increase their own salaries by the equivalent of $110,000, a bonus that would likely lead to tax hikes.",Both,,MW,0,-1.28333,36.8167,,
5010448,448,501,Kenya,15-Oct-12,15-Oct-12,1,15,10,2012,15,10,2012,7,4,Police,Citizens,,Mombasa Republican Council,,0,0,-99,3,0,Kombani,Kombani,1,3,3,9,,,"Police raided the home of a (legally sanctioned) separatist group leader, killing two and arresting dozens. Later a local man was stabbed to death, suspected of having tipped off the police.",AFP,,MW,0,-4.2049298,39.5714,,
5010449,449,501,Kenya,17-Oct-12,17-Oct-12,1,17,10,2012,17,10,2012,7,0,Police,,,Islamists,,0,0,2,3,0,Likoni,Likoni,1,6,6,8,6,,A police raid turned deadly when suspected Islamists threw a grenade at the police. One policeman and two suspects were killed.,Both,,MW,0,-4.0833001,39.650002,estimated location,no
5010450,450,501,Kenya,29-Oct-12,30-Oct-12,2,29,10,2012,30,10,2012,4,2,Unknown,Citizens,,Orange Democratic Movement,Police,0,1,-99,4,1,Kisumu,Kisumu,1,2,2,14,9,,"A candidate for one of Kisumu's parliamentary seats was shot and killed while in his car. Locals rioted in response, accusing the police of being lax or even supporting the murder. Three rioters were killed in a building, but it was uncertain if this was due to tear gas or an electrical fire.",Both,,MW,0,-.09516,34.747299,,
